#{"t_start": 1533039087.7004023, "env_id": "Hopper-v2"}
r,l,t
235.227885,111,29.799944
230.053824,114,29.853447
225.657458,108,29.904377
122.364236,66,29.936126
214.170407,102,29.984106
225.443028,102,30.474157
261.184463,131,30.529951
235.091273,116,30.57918
223.849927,110,30.62538
215.632477,102,30.668399
237.529775,107,30.713439
246.313486,122,30.764461
267.361766,123,30.816338
272.573673,120,30.86675
237.15516,108,30.912351
266.94796,120,30.962903
287.869438,127,31.016119
215.45676,107,31.061905
251.140369,106,31.10839
238.519124,107,31.155369
228.325549,110,31.203366
224.717529,105,31.248897
251.993187,115,31.299902
235.647227,110,31.348124
243.434,115,31.399079
199.916558,100,31.442863
229.72501,107,31.489781
247.405606,118,31.541337
267.998987,119,31.593002
233.593354,117,31.644225
259.316263,120,31.696971
270.137433,114,31.746891
225.121178,103,31.792012
283.654846,130,31.848444
239.759653,115,31.899437
237.36786,113,31.949107
241.20278,112,31.998506
267.795037,120,32.051052
249.376524,112,32.101023
221.02637,106,32.147711
273.155101,123,32.200954
240.324893,112,32.249892
266.770594,124,32.303448
239.035498,116,32.354108
259.725628,114,32.404121
228.358028,111,32.453008
235.681292,108,32.499673
260.242172,118,32.551194
250.103539,125,32.605708
227.893751,106,33.11605
287.030295,122,33.169343
243.878644,114,33.219375
308.631234,157,33.287614
275.732999,125,33.342177
264.266059,120,33.394113
285.575078,130,33.450085
242.154446,109,33.497423
272.261962,129,33.553636
210.594246,97,33.595729
252.295261,118,33.646862
232.93846,108,33.693119
249.515175,115,33.74347
245.591798,116,33.794169
237.408196,110,33.842229
249.621531,111,33.890201
260.811238,113,33.939162
238.279961,104,33.98418
278.09324,121,34.036965
236.268008,105,34.08213
238.225952,111,34.130177
288.459931,128,34.18562
225.155388,107,34.23213
316.931984,130,34.288201
262.077623,117,34.339025
254.269863,115,34.389116
287.385223,123,34.441899
252.229286,123,34.494985
247.952337,118,34.545886
257.924638,130,34.602774
328.597525,159,34.672831
232.569205,103,34.718417
231.025372,104,34.763715
235.74195,112,34.812858
251.369929,116,34.864076
283.340179,131,34.920987
263.361767,119,34.973491
240.612722,108,35.021153
226.508275,107,35.067614
289.12219,129,35.124002
242.643813,117,35.175811
223.222903,104,35.22171
226.199508,105,35.268017
265.619021,133,35.769372
301.68729,135,35.825549
277.815384,123,35.877102
356.495382,143,35.937208
275.403739,122,35.988096
196.508414,93,36.027384
228.690796,112,36.07532
253.903731,114,36.125489
221.615185,102,36.169783
277.855244,121,36.222605
251.34053,113,36.271663
254.381493,120,36.324061
268.010316,117,36.375168
265.58672,124,36.429553
299.435564,131,36.486378
330.42397,138,36.546502
240.106921,106,36.592913
319.118474,135,36.651999
296.929465,131,36.710034
290.349797,128,36.766475
244.821355,118,36.817129
254.107437,114,36.866501
329.218747,142,36.92751
302.433286,124,36.980395
224.920847,107,37.026742
266.584349,115,37.076322
280.069899,124,37.129986
301.740922,135,37.188335
318.946618,156,37.255092
244.018239,109,37.302511
241.5994,123,37.356102
269.373804,137,37.414818
312.895533,141,37.475294
261.191495,122,37.527581
341.379883,146,37.590569
288.517156,124,37.643969
285.939297,127,37.698616
321.128648,130,37.754564
240.424177,106,37.800319
249.288663,129,37.855826
256.1818,114,38.367944
254.435782,115,38.416916
288.966206,126,38.469319
259.310061,112,38.517416
338.189019,135,38.576642
359.939193,146,38.640278
309.150606,128,38.696183
338.432871,136,38.755642
316.270187,129,38.812348
242.117554,107,38.859336
281.118186,143,38.920871
274.390111,115,38.969765
368.466636,144,39.032696
303.195103,122,39.084708
285.020563,116,39.136601
257.019911,112,39.185556
268.496216,115,39.234514
331.358501,146,39.29692
323.896109,129,39.353136
230.64817,108,39.397219
318.147555,128,39.44716
297.726574,126,39.497444
304.571854,125,39.552293
335.359715,148,39.616854
240.111426,108,39.664051
333.757193,130,39.720864
245.18673,110,39.769506
259.268699,112,39.81841
300.674117,130,39.87411
302.090388,127,39.92927
246.835373,109,39.976847
308.663282,133,40.035218
293.272496,129,40.091239
356.601132,140,40.152313
304.328829,126,40.20676
276.676958,114,40.255948
335.702357,146,40.32072
283.77838,126,40.375681
338.116058,147,40.438607
263.151674,114,40.487912
330.99628,136,41.015985
360.720433,139,41.073893
251.232367,123,41.125771
334.867265,138,41.183442
313.551802,125,41.235507
316.541299,140,41.293848
240.084892,120,41.343897
324.618824,133,41.3994
311.158472,135,41.45597
346.211689,165,41.524621
315.930951,138,41.581568
314.675875,152,41.645416
264.319922,118,41.694584
243.993552,111,41.740892
296.841651,120,41.791488
329.047859,140,41.849804
322.028582,145,41.910131
316.013101,127,41.963499
303.266699,125,42.015413
296.485992,120,42.065447
223.449452,100,42.107324
320.545012,132,42.160628
352.899226,136,42.21935
304.281213,130,42.276102
329.771663,133,42.334078
334.510257,138,42.393473
322.404461,138,42.453061
300.087625,126,42.506993
344.426673,136,42.56541
310.46368,128,42.620959
253.405298,114,42.670207
306.542381,127,42.724885
294.283858,123,42.77727
313.10743,131,42.833495
385.019611,151,42.898196
318.803861,158,42.965972
327.719985,148,43.029503
315.068707,142,43.565593
333.355134,141,43.624783
347.235894,145,43.685092
327.218444,140,43.743054
340.577239,134,43.798177
319.718826,124,43.849898
299.723687,125,43.902194
337.539015,139,43.960608
337.568578,143,44.019946
328.496218,134,44.076873
260.949048,114,44.126239
379.235359,148,44.189362
317.6416,135,44.247759
299.34965,123,44.301962
349.372379,139,44.362206
356.691164,135,44.420864
330.341465,134,44.479127
276.369578,123,44.532237
321.509628,129,44.58847
339.817765,139,44.647964
318.213084,135,44.706078
306.821456,129,44.760946
287.237994,124,44.813807
404.011944,157,44.880549
335.93704,137,44.939305
216.576122,98,44.980986
303.639018,123,45.033276
308.040741,129,45.088903
317.105323,126,45.143617
322.333117,139,45.203672
350.974378,139,45.263803
329.260499,131,45.320797
366.820466,146,45.383086
277.876051,117,45.432523
346.810177,145,45.494881
310.04651,130,45.550883
328.467656,131,45.607368
334.347444,139,45.667565
315.160258,125,46.217489
336.151103,136,46.274533
340.774829,139,46.333011
334.662523,140,46.39179
333.337685,132,46.447251
365.688893,150,46.509514
357.0904,142,46.56918
353.341142,136,46.626054
373.312886,142,46.687214
315.846339,128,46.743455
295.301848,128,46.79984
341.000869,140,46.861212
273.646903,118,46.912842
331.10166,143,46.975477
317.120401,128,47.031593
341.082685,138,47.092282
322.952192,128,47.148508
379.786547,146,47.21226
367.656619,151,47.278505
354.878387,140,47.339575
376.512979,149,47.404683
293.753776,130,47.461584
401.504982,149,47.526623
354.67877,144,47.589794
340.394113,134,47.648542
322.553847,132,47.70631
337.407491,139,47.767213
391.620555,164,47.83931
344.467456,138,47.897936
331.275605,137,47.9579
338.013034,133,48.016203
354.307216,169,48.090988
297.94549,127,48.146086
359.048548,140,48.206609
301.341719,126,48.26071
382.756224,151,48.325734
362.937705,146,48.880173
371.461975,141,48.939437
325.242061,131,48.994308
330.437709,143,49.054343
337.737752,132,49.111216
359.324706,139,49.171613
309.377486,141,49.233474
367.888054,141,49.295355
341.149422,142,49.357714
379.174921,142,49.418015
330.076183,135,49.476664
306.410073,124,49.531205
314.5285,122,49.584458
364.527514,137,49.644005
326.526982,132,49.701795
348.828743,144,49.76467
322.710695,126,49.819862
366.765622,143,49.881995
319.27141,133,49.93987
327.476222,134,49.998724
370.290016,142,50.06077
340.764303,135,50.119311
388.409834,144,50.181601
356.501821,146,50.245578
257.63475,109,50.293485
339.210422,134,50.351743
382.373433,152,50.416986
350.309564,144,50.479141
370.939952,149,50.543621
366.60253,142,50.605862
330.121127,139,50.667093
300.259497,122,50.720256
347.964494,141,50.781582
360.745506,140,50.839514
387.400389,142,50.894542
371.634043,153,50.95953
366.808419,139,51.471067
392.981227,151,51.53452
405.563747,145,51.593823
372.819445,143,51.656233
352.736632,132,51.710484
335.69175,129,51.768503
388.06238,145,51.831894
414.016957,152,51.895718
391.046938,153,51.960321
326.421071,126,52.014905
390.264416,145,52.075347
369.784615,145,52.1358
402.912608,158,52.197666
352.662929,138,52.256918
331.019927,133,52.315716
337.502422,136,52.375621
416.983391,154,52.44258
363.123352,144,52.505748
392.394371,155,52.573316
362.216749,132,52.631571
364.577424,150,52.697055
343.239964,135,52.755829
376.334556,145,52.818616
375.462302,144,52.874899
364.765255,147,52.936064
342.75313,128,52.992701
411.234224,151,53.058746
369.267156,138,53.118217
352.967471,135,53.172868
332.30747,129,53.228701
360.330158,144,53.291512
394.314502,142,53.353223
390.342556,154,53.420201
357.980763,136,53.47893
363.409638,151,53.544976
381.799347,144,54.069897
389.777992,144,54.131098
355.19154,137,54.187819
400.356838,150,54.249949
376.670543,148,54.311266
425.333795,152,54.369845
410.538923,147,54.427943
393.234664,152,54.492799
401.264428,156,54.555397
385.467641,150,54.613765
378.478617,146,54.677049
396.29559,149,54.742713
383.920097,151,54.804682
144.304393,74,54.837517
346.859237,145,54.896748
372.276089,145,54.959852
308.809645,133,55.011924
370.5571,147,55.075345
339.148719,138,55.135624
319.500747,147,55.198915
401.24186,154,55.2652
339.6785,141,55.326276
395.514192,146,55.39006
414.856753,156,55.457269
349.820791,141,55.518156
371.816174,144,55.5807
421.033279,155,55.64783
356.830598,135,55.706478
334.749076,140,55.767176
399.688177,144,55.830069
361.939853,146,55.892112
590.730159,203,55.978868
435.518811,163,56.048939
376.73032,140,56.109749
383.060522,142,56.171199
367.396207,147,56.731148
557.546662,214,56.819781
322.107479,141,56.878266
394.832092,143,56.938219
393.792551,152,57.001279
392.403021,144,57.061601
385.861472,147,57.12314
422.133048,154,57.187362
339.681826,135,57.243694
397.85731,152,57.307159
401.094169,156,57.371769
394.982631,146,57.432775
395.196542,158,57.4989
386.820756,147,57.560097
415.749302,152,57.623545
390.9547,151,57.686546
395.716634,145,57.747345
422.802834,162,57.815217
399.680267,150,57.877722
391.189684,150,57.940511
376.692002,136,57.997407
376.689398,149,58.059594
398.109774,155,58.124026
392.278423,144,58.184125
368.34317,142,58.243418
391.74122,148,58.305392
367.022258,137,58.362408
372.965689,135,58.418975
368.277298,148,58.480767
376.529306,142,58.539769
373.394799,143,58.599732
379.318342,148,58.661045
369.909608,140,58.719633
393.952185,143,59.211612
326.699764,141,59.27309
368.843784,141,59.334704
401.919702,146,59.398449
433.311508,163,59.469159
416.97194,159,59.538791
396.749014,143,59.601459
368.566417,133,59.659494
410.462023,154,59.726851
368.13041,140,59.787952
395.607585,150,59.853056
384.709769,145,59.914843
394.78837,143,59.977217
382.964422,144,60.040022
393.888735,156,60.107958
385.426386,146,60.1709
352.061424,148,60.233999
568.691946,199,60.319681
464.738133,176,60.395886
395.982937,145,60.45858
356.487498,150,60.523294
415.822069,153,60.589054
436.426312,170,60.662076
388.644451,144,60.724581
373.390489,141,60.785224
403.963906,156,60.852974
399.294784,159,60.922738
435.38435,157,60.990742
374.841483,144,61.053456
202.735852,95,61.095665
450.131646,164,61.166886
386.787823,146,61.230294
451.155698,163,61.301016
435.187115,175,61.863265
393.777698,154,61.930395
456.10243,163,62.001157
441.428155,157,62.069215
407.741638,152,62.13466
429.648746,154,62.201295
591.508364,204,62.289203
377.691329,139,62.349274
444.781799,161,62.418617
384.608717,138,62.478369
374.392045,148,62.542413
398.868903,149,62.60709
441.484044,161,62.675208
436.553389,160,62.743825
410.954128,159,62.809471
418.043256,148,62.871143
375.053062,141,62.929761
425.099496,157,62.994768
325.907796,135,63.050789
366.811324,141,63.108931
395.425949,151,63.17196
382.300596,144,63.231907
368.793469,138,63.289505
411.542955,146,63.350091
377.632306,154,63.414267
420.974351,158,63.478727
387.012977,141,63.537468
402.289582,153,63.597272
379.430238,144,63.653167
416.906003,152,63.718853
385.675016,152,63.784871
413.231348,150,63.849354
400.907145,147,63.911202
404.295207,151,64.46386
428.705727,159,64.529984
549.762066,185,64.605816
413.174348,151,64.667991
453.803803,154,64.731124
358.994544,142,64.789482
402.636754,145,64.84905
370.847688,146,64.908873
397.091881,146,64.969095
534.083028,186,65.045788
427.722499,151,65.105809
445.425526,155,65.165636
422.9017,147,65.222577
435.670518,158,65.289923
713.565687,259,65.401044
413.450324,151,65.466239
475.419353,165,65.53706
439.547203,153,65.602482
457.280968,165,65.673682
481.261078,167,65.745666
406.957556,146,65.809172
406.936477,153,65.875175
402.43443,151,65.93868
397.105049,153,66.004679
390.944967,148,66.068745
463.823422,166,66.139207
386.8378,141,66.199847
377.230816,145,66.261821
421.29979,171,66.336123
430.323959,148,66.400398
493.850034,174,66.470104
368.692075,138,66.524437
418.060732,152,67.093753
427.516053,149,67.15505
428.667998,154,67.218379
391.99398,157,67.284168
397.217108,155,67.349449
443.172434,155,67.416014
651.744857,214,67.504704
559.911281,197,67.584449
363.113558,142,67.645504
541.834651,208,67.73476
431.01967,150,67.799695
517.349168,178,67.87531
260.512956,110,67.922536
420.56536,153,67.988499
458.470853,164,68.058467
430.269045,161,68.127584
536.128527,192,68.209605
559.715165,197,68.294011
425.224571,154,68.360538
509.580996,222,68.455363
549.976484,199,68.540776
572.658194,198,68.625526
399.409596,160,68.693766
489.361602,164,68.764404
608.149793,206,68.853079
407.943315,143,68.913187
473.322494,163,68.981975
473.301164,170,69.054972
557.924111,222,69.150131
228.522231,103,69.673873
431.685009,150,69.735879
562.964816,212,69.823047
632.764227,209,69.909091
490.971216,174,69.980673
233.607693,100,70.022465
624.030428,210,70.109436
570.672999,194,70.189291
435.47227,159,70.254345
609.266691,205,70.340615
553.114009,195,70.423491
610.029478,199,70.508877
598.639214,200,70.5951
616.166277,210,70.685465
380.127526,149,70.749932
388.932291,141,70.810601
572.135926,196,70.894397
351.101611,130,70.95067
214.421288,98,70.993625
541.894527,193,71.076712
646.700804,215,71.169408
578.977045,198,71.254353
604.149567,201,71.340923
480.780168,168,71.413238
649.614435,216,71.505142
429.055545,152,71.570941
556.072486,222,71.666106
653.899053,233,71.766073
582.478834,194,72.324867
386.82975,143,72.384416
740.400257,244,72.485014
621.417591,209,72.571547
376.355691,140,72.629552
584.385958,207,72.717442
575.486319,195,72.801832
403.226202,146,72.86553
508.585409,174,72.940672
438.501981,153,73.007091
613.051842,204,73.09375
648.661433,225,73.190563
416.780451,149,73.254722
530.637067,178,73.330872
430.896672,158,73.399549
504.683564,173,73.474557
440.475153,163,73.545509
664.897504,214,73.637297
460.250662,186,73.717984
576.160763,193,73.803089
858.735171,291,73.926802
426.738566,155,73.994124
650.427088,212,74.086836
400.489941,144,74.149535
589.585053,192,74.231956
911.988284,326,74.373302
449.492831,154,74.912867
844.058751,276,75.02645
513.469495,174,75.100175
548.649881,176,75.176725
611.639176,218,75.272865
365.495054,134,75.331388
613.607525,226,75.429366
636.130197,210,75.520368
630.258189,211,75.611628
650.501312,212,75.703339
606.271288,198,75.788818
581.837843,192,75.872964
690.855617,253,75.982187
644.593424,216,76.075603
404.82493,143,76.137411
630.460877,218,76.230811
603.559403,207,76.319072
629.929558,221,76.415343
762.495056,261,76.528211
608.598602,196,76.613298
657.120567,217,76.707531
585.425509,198,76.793203
661.403631,218,76.88699
640.803664,207,76.976841
423.04933,161,77.534196
763.026573,237,77.633598
607.074358,201,77.716523
818.33792,249,77.818745
566.347556,194,77.898639
498.797373,169,77.968178
808.537146,251,78.071716
620.786853,212,78.159806
686.512895,234,78.256444
624.07052,215,78.345607
591.415041,208,78.430996
704.315553,246,78.531722
711.720499,223,78.62364
788.504387,262,78.731149
871.273864,283,78.848173
678.448835,237,78.94627
835.401455,276,79.060184
691.064258,232,79.156217
755.840575,242,79.255883
606.836784,200,79.338796
456.396087,160,79.405701
631.212157,216,79.49502
653.40567,216,80.040038
673.60852,219,80.137596
513.864693,177,80.214254
771.328979,247,80.320793
712.591971,264,80.434841
690.027237,226,80.533055
669.976986,225,80.630125
612.052014,208,80.721142
452.953053,156,80.788918
689.74277,227,80.88517
965.068929,320,81.022133
628.127244,220,81.116683
1011.296901,332,81.257761
708.159639,226,81.355745
781.676778,254,81.465051
657.07834,224,81.56188
943.203003,305,81.693338
605.257164,203,81.781339
871.881611,290,81.907054
645.577958,209,81.997132
865.522516,286,82.11973
664.329913,219,82.693547
871.280807,285,82.812792
695.362572,234,82.910598
1005.023976,329,83.047286
981.332123,347,83.190932
790.815878,276,83.304146
590.862567,199,83.386155
986.094606,311,83.514192
825.855073,257,83.620657
815.706711,318,83.753111
684.204535,268,83.869007
654.697883,223,83.964686
412.776666,154,84.031186
877.082636,292,84.156404
844.492687,260,84.263143
764.982024,246,84.366248
740.682882,245,84.470599
1103.747152,357,84.622592
819.420817,258,84.732475
1022.674461,328,85.340441
1025.297474,330,85.482218
622.317515,201,85.568917
721.918485,256,85.678947
1120.422501,365,85.835203
712.825502,256,85.942028
838.919343,262,86.054209
623.63634,248,86.161072
662.600412,211,86.251399
684.329445,268,86.366668
797.365795,278,86.482839
808.73256,263,86.594704
1148.413228,366,86.751511
1099.562207,360,86.903993
729.217421,272,87.019567
841.740648,278,87.13816
519.75107,203,87.225492
1055.043328,346,87.374134
794.608371,255,87.96733
1305.887959,419,88.144621
1401.240148,512,88.363677
1297.083924,431,88.546995
1504.247013,497,88.759588
468.699249,198,88.84588
809.870434,275,88.961026
733.787342,231,89.060271
961.445713,328,89.199203
1173.373071,384,89.35658
1297.797257,439,89.536736
711.65357,230,89.631873
606.60381,189,89.710244
943.826119,314,89.839624
1141.456439,371,90.493958
739.125504,264,90.603876
1378.820328,477,90.800793
1116.422751,384,90.959145
1072.480169,339,91.098707
1157.372059,350,91.242405
903.354614,286,91.360427
1328.669651,445,91.542946
755.606995,234,91.639209
1055.772563,336,91.777524
672.863259,216,91.86693
1224.834042,416,92.038785
1267.599961,452,92.225228
1493.900373,523,92.446599
730.463,235,93.027042
961.427767,361,93.177361
818.082693,258,93.281922
1448.152797,492,93.482765
529.363002,170,93.552726
1121.436941,381,93.70855
1104.550606,366,93.863703
813.474874,257,93.974335
1066.219724,365,94.128183
1034.405207,382,94.291492
1365.920282,435,94.478204
1224.892783,400,94.650495
1141.904569,355,94.802475
846.638133,256,94.911369
700.164948,250,95.018491
935.740079,306,95.606965
245.666275,137,95.668295
1190.209878,404,95.836948
832.767243,279,95.955389
2113.883938,693,96.252678
718.507742,274,96.369929
1038.085675,337,96.510848
1132.759849,367,96.668505
1298.755817,445,96.858689
274.351632,155,96.92483
1188.891075,394,97.093223
1191.691742,392,97.261031
781.95163,280,97.380985
1173.549936,417,97.559027
1060.745237,360,97.711113
1149.411069,381,98.370647
1285.633624,411,98.538474
1302.79828,427,98.714199
1604.519807,535,98.933989
2268.593535,732,99.235259
1218.077718,402,99.400962
1171.021074,388,99.560721
1310.821745,414,99.731308
1747.65698,606,99.979652
848.704605,289,100.097666
1188.166263,376,100.251372
932.828978,317,100.883224
751.785599,275,100.998899
1023.382494,349,101.143421
388.001639,168,101.216052
2567.012863,852,101.579332
1220.110214,377,101.74006
1310.17997,418,101.916232
561.565095,218,102.008979
1555.691515,508,102.225514
837.880472,271,102.342047
1213.718426,380,102.505098
1245.472714,418,102.685143
1106.771162,348,102.834931
1498.445425,505,103.497977
1806.307054,584,103.748309
1138.630525,359,103.898432
872.138904,261,104.010107
1110.499131,369,104.163521
1277.870907,436,104.34151
1467.788243,491,104.551208
1088.689021,351,104.701167
2307.169356,751,105.019255
1346.108025,444,105.209993
1317.522057,452,105.401553
1947.751501,619,106.143883
1904.178348,608,106.389243
1637.03136,507,106.605621
488.845358,190,106.687898
1622.513561,518,106.907376
1063.744527,348,107.053928
1130.857575,353,107.20508
1288.972855,409,107.381858
2823.539029,1000,107.810161
872.526614,275,107.927062
