ev_tdlam_before,EpisodesSoFar,entloss,surrgain,EpThisIter,EpRewMean,EpLenMean,meankl,optimgain,TimestepsSoFar,TimeElapsed,entropy
0.44867825508117676,2656,0.0,0.00932317,32,2978.9474922373893,933.875,0.005396564,0.00932317,1445209,742.0534915924072,3.5954764
0.534275472164154,2688,0.0,0.009480264,32,2956.193567250669,922.425,0.0055102687,0.009480264,1474920,757.3238410949707,3.589773
0.4466319680213928,2720,0.0,0.0088565685,32,2854.8640872046353,897.7,0.0054028607,0.0088565685,1503787,772.0217456817627,3.5700023
0.4985174536705017,2752,0.0,0.008830814,32,2941.5467476949098,922.625,0.0062071853,0.008830814,1532692,787.0234062671661,3.5713074
0.3259792923927307,2784,0.0,0.00982482,32,3076.8058921307324,959.3,0.005313237,0.00982482,1563768,802.994432926178,3.579101
0.6339795291423798,2816,0.0,0.010729022,32,2828.8152462542057,866.9,0.0058591217,0.010729022,1590629,816.9600787162781,3.572991
0.7293533682823181,2848,0.0,0.011676207,32,2658.4524817273023,807.175,0.0054708123,0.011676207,1616236,829.9669795036316,3.570645
0.4689213037490845,2880,0.0,0.010383969,32,2804.5552730321883,861.375,0.005990338,0.010383969,1645288,844.650906085968,3.5695722
0.43001872301101685,2912,0.0,0.010414833,32,2955.6429744049906,912.975,0.005797186,0.010414833,1674227,859.2991826534271,3.5624816
0.3299896717071533,2944,0.0,0.00889567,32,3028.7562089323997,942.6,0.006233225,0.00889567,1704731,874.6467680931091,3.5477786
0.31417423486709595,2976,0.0,0.008821058,32,2919.726978611946,917.875,0.00586825,0.008821058,1733698,889.5153117179871,3.5529675
0.34450995922088623,3008,0.0,0.007714458,32,3093.3596426814793,960.075,0.0060755434,0.007714458,1764456,905.5484414100647,3.5715759
0.40913277864456177,3040,0.0,0.008620655,32,2962.327310241759,928.5,0.0057222517,0.008620655,1793596,920.4961137771606,3.605454
0.11268645524978638,3072,0.0,0.007934784,32,3074.871647077799,969.525,0.0052304976,0.007934784,1825423,936.6193475723267,3.5879042
0.27466362714767456,3104,0.0,0.00880696,32,3141.2105711475015,987.025,0.0054541226,0.00880696,1856904,952.6966977119446,3.5800946
0.36647337675094604,3136,0.0,0.010604138,32,2899.2495682299136,905.075,0.006291878,0.010604138,1885408,967.3725199699402,3.5751994
0.2897304892539978,3168,0.0,0.008497284,32,3088.486066815257,969.5,0.0054079792,0.008497284,1916188,983.1859033107758,3.5945084
0.23897212743759155,3200,0.0,0.009064658,32,2987.066208590567,944.3,0.00557496,0.009064658,1946215,998.5430896282196,3.5729487
