#{"t_start": 1533039198.3577511, "env_id": "Hopper-v2"}
r,l,t
272.573673,120,30.865148
237.15516,108,30.912708
266.94796,120,30.965489
287.869438,127,31.020834
215.45676,107,31.068084
251.140369,106,31.11489
238.519124,107,31.161999
228.325549,110,31.210294
224.717529,105,31.255849
251.993187,115,31.306626
235.647227,110,31.35487
243.434,115,31.405782
199.916558,100,31.449507
229.72501,107,31.496398
247.405606,118,31.548066
267.998987,119,31.599577
233.593354,117,31.650985
259.316263,120,31.703929
270.137433,114,31.753171
225.121178,103,31.798368
283.654846,130,31.85497
239.759653,115,31.906092
237.36786,113,31.955915
241.20278,112,32.005374
267.795037,120,32.058031
249.376524,112,32.107508
221.02637,106,32.154206
273.155101,123,32.20746
240.324893,112,32.256476
266.770594,124,32.310577
239.035498,116,32.36198
259.725628,114,32.412554
228.358028,111,32.461784
235.681292,108,32.508831
260.242172,118,32.559573
250.103539,125,32.614313
227.893751,106,33.163085
287.030295,122,33.214648
243.878644,114,33.262963
308.631234,157,33.329327
275.732999,125,33.38284
264.266059,120,33.435455
285.575078,130,33.492314
242.154446,109,33.540413
272.261962,129,33.596711
210.594246,97,33.638875
252.295261,118,33.690875
232.93846,108,33.737978
249.515175,115,33.788787
245.591798,116,33.840327
237.408196,110,33.889038
249.621531,111,33.937803
260.811238,113,33.987602
238.279961,104,34.033322
278.09324,121,34.086987
236.268008,105,34.132382
238.225952,111,34.180365
288.459931,128,34.236728
225.155388,107,34.283951
316.931984,130,34.340808
262.077623,117,34.392182
254.269863,115,34.443932
287.385223,123,34.497706
252.229286,123,34.551771
247.952337,118,34.603467
257.924638,130,34.659957
328.597525,159,34.73045
232.569205,103,34.776029
231.025372,104,34.821269
235.74195,112,34.87003
251.369929,116,34.921322
283.340179,131,34.97987
263.361767,119,35.032902
240.612722,108,35.080838
226.508275,107,35.127563
289.12219,129,35.184246
242.643813,117,35.23636
223.222903,104,35.281973
226.199508,105,35.328587
265.619021,133,35.885707
301.68729,135,35.942014
277.815384,123,35.993862
356.495382,143,36.054058
275.403739,122,36.105147
196.508414,93,36.144594
228.690796,112,36.19161
253.903731,114,36.239316
221.615185,102,36.282061
277.855244,121,36.33297
251.34053,113,36.380661
254.381493,120,36.433309
268.010316,117,36.484961
265.58672,124,36.53909
299.435564,131,36.595254
330.42397,138,36.655709
240.106921,106,36.702637
319.118474,135,36.761929
296.929465,131,36.819272
290.349797,128,36.875063
244.821355,118,36.926366
254.107437,114,36.976519
329.218747,142,37.038629
302.433286,124,37.092489
224.920847,107,37.139628
266.584349,115,37.189797
280.069899,124,37.24306
301.740922,135,37.302353
318.946618,156,37.370254
244.018239,109,37.419604
241.5994,123,37.473505
269.373804,137,37.533649
312.895533,141,37.595232
261.191495,122,37.648585
341.379883,146,37.711232
288.517156,124,37.765451
285.939297,127,37.821141
321.128648,130,37.878042
240.424177,106,37.924643
249.288663,129,37.981142
256.1818,114,38.488163
254.435782,115,38.537701
288.966206,126,38.592343
259.310061,112,38.641602
338.189019,135,38.701181
359.939193,146,38.765156
309.150606,128,38.821314
338.432871,136,38.880526
316.270187,129,38.937417
242.117554,107,38.984519
281.118186,143,39.046818
274.390111,115,39.097547
368.466636,144,39.160572
303.195103,122,39.214339
285.020563,116,39.264247
257.019911,112,39.313302
268.496216,115,39.363921
331.358501,146,39.427776
323.896109,129,39.484518
230.64817,108,39.532156
318.147555,128,39.58832
297.726574,126,39.644135
304.571854,125,39.699162
335.359715,148,39.761297
240.111426,108,39.80846
333.757193,130,39.865225
245.18673,110,39.913836
259.268699,112,39.962997
300.674117,130,40.020199
302.090388,127,40.075571
246.835373,109,40.123385
308.663282,133,40.18209
293.272496,129,40.238987
356.601132,140,40.300414
304.328829,126,40.350892
276.676958,114,40.398106
335.702357,146,40.461743
283.77838,126,40.517619
338.116058,147,40.581808
263.151674,114,40.630809
330.99628,136,41.15292
360.720433,139,41.210284
251.232367,123,41.259157
334.867265,138,41.315268
313.551802,125,41.364718
316.541299,140,41.426507
240.084892,120,41.483517
324.618824,133,41.546065
311.158472,135,41.60611
346.211689,165,41.672048
315.930951,138,41.727166
314.675875,152,41.794343
264.319922,118,41.845908
243.993552,111,41.897302
296.841651,120,41.951853
329.047859,140,42.01361
322.028582,145,42.077732
316.013101,127,42.132336
303.266699,125,42.184186
296.485992,120,42.234703
223.449452,100,42.279034
320.545012,132,42.338814
352.899226,136,42.400055
304.281213,130,42.459499
329.771663,133,42.519916
334.510257,138,42.581589
322.404461,138,42.642144
300.087625,126,42.697678
344.426673,136,42.759257
310.46368,128,42.817483
253.405298,114,42.868961
306.542381,127,42.925631
294.283858,123,42.980918
313.10743,131,43.038224
385.019611,151,43.101961
318.803861,158,43.171374
327.719985,148,43.240994
315.068707,142,43.776308
333.355134,141,43.83329
347.235894,145,43.894112
327.218444,140,43.953993
340.577239,134,44.012322
319.718826,124,44.068482
299.723687,125,44.122329
337.539015,139,44.179598
337.568578,143,44.239024
328.496218,134,44.291931
260.949048,114,44.340239
379.235359,148,44.403758
317.6416,135,44.46115
299.34965,123,44.51589
349.372379,139,44.576007
356.691164,135,44.63546
330.341465,134,44.69436
276.369578,123,44.745997
321.509628,129,44.801945
339.817765,139,44.858394
318.213084,135,44.916824
306.821456,129,44.972825
287.237994,124,45.028073
404.011944,157,45.096431
335.93704,137,45.155126
216.576122,98,45.196495
303.639018,123,45.249166
308.040741,129,45.306754
317.105323,126,45.363906
322.333117,139,45.425116
350.974378,139,45.48609
329.260499,131,45.543907
366.820466,146,45.607965
277.876051,117,45.659481
346.810177,145,45.723682
310.04651,130,45.778822
328.467656,131,45.834612
334.347444,139,45.897871
315.160258,125,46.461855
336.151103,136,46.520447
340.774829,139,46.579889
334.662523,140,46.642455
333.337685,132,46.701394
365.688893,150,46.772833
357.0904,142,46.840033
353.341142,136,46.907182
373.312886,142,46.97453
315.846339,128,47.040351
295.301848,128,47.102292
341.000869,140,47.165327
273.646903,118,47.217538
331.10166,143,47.280941
317.120401,128,47.338099
341.082685,138,47.399246
322.952192,128,47.455975
379.786547,146,47.51925
367.656619,151,47.585799
354.878387,140,47.646812
376.512979,149,47.712603
293.753776,130,47.769074
401.504982,149,47.835903
354.67877,144,47.902305
340.394113,134,47.95768
322.553847,132,48.011561
337.407491,139,48.070729
391.620555,164,48.142331
344.467456,138,48.204579
331.275605,137,48.265622
338.013034,133,48.331944
354.307216,169,48.407274
297.94549,127,48.462739
359.048548,140,48.523422
301.341719,126,48.577968
382.756224,151,48.643761
362.937705,146,49.231411
371.461975,141,49.295709
325.242061,131,49.351537
330.437709,143,49.41688
337.737752,132,49.480503
359.324706,139,49.546888
309.377486,141,49.613365
367.888054,141,49.676625
341.149422,142,49.741153
379.174921,142,49.799241
330.076183,135,49.853801
306.410073,124,49.907383
314.5285,122,49.959395
364.527514,137,50.019629
326.526982,132,50.074949
348.828743,144,50.135764
322.710695,126,50.187021
366.765622,143,50.249492
319.27141,133,50.307252
327.476222,134,50.36586
370.290016,142,50.423929
340.764303,135,50.482859
388.409834,144,50.546221
356.501821,146,50.610196
257.63475,109,50.658269
339.210422,134,50.716996
382.373433,152,50.783503
350.309564,144,50.84689
370.939952,149,50.913264
366.60253,142,50.9783
330.121127,139,51.041294
300.259497,122,51.094221
347.964494,141,51.155835
360.745506,140,51.21703
387.400389,142,51.278631
371.634043,153,51.349919
366.808419,139,51.919649
392.981227,151,51.991344
405.563747,145,52.059123
372.819445,143,52.127083
352.736632,132,52.189276
335.69175,129,52.250548
388.06238,145,52.317314
414.016957,152,52.385532
391.046938,153,52.454326
326.421071,126,52.510311
390.264416,145,52.575187
369.784615,145,52.640761
402.912608,158,52.710627
352.662929,138,52.770486
331.019927,133,52.829367
337.502422,136,52.889584
416.983391,154,52.956442
363.123352,144,53.019773
392.394371,155,53.087858
362.216749,132,53.142188
364.577424,150,53.207796
343.239964,135,53.267169
376.334556,145,53.330498
375.462302,144,53.393513
364.765255,147,53.458567
342.75313,128,53.52029
411.234224,151,53.589601
369.267156,138,53.650884
352.967471,135,53.712175
332.30747,129,53.767352
360.330158,144,53.828881
394.314502,142,53.892609
390.342556,154,53.962881
357.980763,136,54.022048
363.409638,151,54.087149
381.799347,144,54.622278
389.777992,144,54.682744
355.19154,137,54.741741
400.356838,150,54.806387
376.670543,148,54.866422
425.333795,152,54.927736
410.538923,147,54.991039
393.234664,152,55.057258
401.264428,156,55.125381
385.467641,150,55.19123
378.478617,146,55.257339
396.29559,149,55.320518
383.920097,151,55.388161
144.304393,74,55.42151
346.859237,145,55.485066
372.276089,145,55.547599
308.809645,133,55.606408
370.5571,147,55.670095
339.148719,138,55.738959
319.500747,147,55.804848
401.24186,154,55.872005
339.6785,141,55.93202
395.514192,146,55.99804
414.856753,156,56.069624
349.820791,141,56.131178
371.816174,144,56.193698
421.033279,155,56.261142
356.830598,135,56.321691
334.749076,140,56.383175
399.688177,144,56.445845
361.939853,146,56.510896
590.730159,203,56.600837
435.518811,163,56.669981
376.73032,140,56.729887
383.060522,142,56.791841
